,CBS,CBS,CBS,S-1,S-2,S-1,S-2,S-1,S-2,S-3,SOV Category,,,,,,,,,,,,,CAN,Last ,Notes:,Notes,Blank,Blank,,USA,Last ,Notes:,Last,Blank,Blank,,,,S_A_241,,,,,S_M_28,E,E,E,K,SOW,,,,,,,,,,,QTY's,,1,UNIT,,TOTAL,,QTY's,,1,UNIT,,TOTAL,,QTY's,,1,UNIT,,TOTAL,,QTY's,,1,UNIT,,TOTAL,,QTY's,,1,UNIT,,TOTAL,,QTY's,,1,UNIT,,TOTAL,,QTY's,,1,UNIT,,TOTAL,,QTY's,,1,UNIT,,TOTAL,,QTY's,,1,UNIT,,TOTAL,,QTY's,,1,UNIT,,TOTAL,,QTY's,,1,UNIT,,TOTAL,,QTY's,,1,UNIT,,TOTAL,,QTY's,,#N/A,UNIT,,TOTAL,,
,,,,,,,,,,,,,,,,,,,,,,,,Model,Update, ,,Column,Column,,Model,Update, ,Verified,Column,Column,,,,,,,,,S_M_29,,=,=,=,=,,SOW ITEM DESCRIPTION,,,,,,Rackup?,,,NEER,UoM,No,RATE's,,EST. $'S,,NEER,UoM,No,RATE's,,EST. $'S,,NEER,UoM,No,RATE's,,EST. $'S,,NEER,UoM,No,RATE's,,EST. $'S,,NEER,UoM,No,RATE's,,EST. $'S,,NEER,UoM,No,RATE's,,EST. $'S,,NEER,UoM,No,RATE's,,EST. $'S,,NEER,UoM,No,RATE's,,EST. $'S,,NEER,UoM,No,RATE's,,EST. $'S,,NEER,UoM,No,RATE's,,EST. $'S,,NEER,UoM,No,RATE's,,EST. $'S,,NEER,UoM,No,RATE's,,EST. $'S,,NEER,UoM,No,RATE's,,EST. $'S,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_30,,,,,,,,,,,,,,,,Central Inverter,,,,,,,Central Inverter,,,,,,,Central Inverter,,,,,,,Central Inverter,,,,,,,Central Inverter,,,,,,,Central Inverter,,,,,,,Central Inverter,,,,,,,Central Inverter,,,,,,,Central Inverter,,,,,,,Central Inverter,,,,,,,Central Inverter,,,,,,,Central Inverter,,,,,,, Inverter,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_31,,,,,,,,,,,,,,,,PV Layout Quantity Generator per Inverter,,,,,,,PV Layout Quantity Generator per Inverter,,,,,,,PV Layout Quantity Generator per Inverter,,,,,,,PV Layout Quantity Generator per Inverter,,,,,,,PV Layout Quantity Generator per Inverter,,,,,,,PV Layout Quantity Generator per Inverter,,,,,,,PV Layout Quantity Generator per Inverter,,,,,,,PV Layout Quantity Generator per Inverter,,,,,,,PV Layout Quantity Generator per Inverter,,,,,,,PV Layout Quantity Generator per Inverter,,,,,,,PV Layout Quantity Generator per Inverter,,,,,,,PV Layout Quantity Generator per Inverter,,,,,,,PV Layout Quantity Generator per Inverter,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_A_743,S_A_744,,,,S_M_32,,,,,,,Module Information / Notes:,,,,,,,,,Module Length ,Ft.,7.473753,3.720472,Width,,,Module Length ,Ft.,7.473753,3.720472,Width,,,Module Length ,Ft.,7.473753,3.720472,Width,,,Module Length ,Ft.,7.473753,3.720472,Width,,,Module Length ,Ft.,7.473753,3.720472,Width,,,Module Length ,Ft.,7.473753,3.720472,Width,,,Module Length ,Ft.,7.473753,3.720472,Width,,,Module Length ,Ft.,7.473753,3.720472,Width,,,Module Length ,Ft.,7.473753,3.720472,Width,,,Module Length ,Ft.,7.473753,3.720472,Width,,,Module Length ,Ft.,7.473753,3.720472,Width,,,Module Length ,Ft.,7.473753,3.720472,Width,,,Module Length ,Ft.,#VALUE!,#VALUE!,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_A_745,,,,,S_M_33,,,,,,,,"When using 0.75 String length, Check Row Wiring!",,,,,,,,Module ,Vmpp,42.07,1135.89,Vmpp / String,,,Module ,Vmpp,42.07,1135.89,Vmpp / String,,,Module ,Vmpp,42.07,1093.82,Vmpp / String,,,Module ,Vmpp,42.07,1093.82,Vmpp / String,,,Module ,Vmpp,41.64,1082.64,Vmpp / String,,,Module ,Vmpp,42.07,1135.89,Vmpp / String,,,Module ,Vmpp,42.07,1093.82,Vmpp / String,,,Module ,Vmpp,42.71,1110.46,Vmpp / String,,,Module ,Vmpp,42.07,1093.82,Vmpp / String,,,Module ,Vmpp,42.07,1093.82,Vmpp / String,,,Module ,Vmpp,42.07,1093.82,Vmpp / String,,,Module ,Vmpp,42.07,1093.82,Vmpp / String,,,Module ,Vmpp,,#VALUE!,Vmpp / String,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_A_746,,,,,S_M_34,,,,,,,,,Input the Fuse Rating Used Discounting the Derate,,,,,,,,Amps (Isc),16.4565,32.913,Amps/Circuit,,,,Amps (Isc),16.4565,32.913,Amps/Circuit,,,,Amps (Isc),16.4565,32.913,Amps/Circuit,,,,Amps (Isc),16.4565,32.913,Amps/Circuit,,,,Amps (Isc),16.1805,32.361,Amps/Circuit,,,,Amps (Isc),16.4565,32.913,Amps/Circuit,,,,Amps (Isc),16.4565,32.913,Amps/Circuit,,,,Amps (Isc),15.7055,31.411,Amps/Circuit,,,,Amps (Isc),16.4565,32.913,Amps/Circuit,,,,Amps (Isc),16.4565,32.913,Amps/Circuit,,,,Amps (Isc),16.4565,32.913,Amps/Circuit,,,,Amps (Isc),16.4565,32.913,Amps/Circuit,,,,Amps (Isc),,#VALUE!,Amps/Circuit,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_A_753,S_A_756,,,,S_M_35,,,,,,,,,,,,,,,,,Amps (Impp),15.5825,2,Strings/Circuit,,,,Amps (Impp),15.5825,2,Strings/Circuit,,,,Amps (Impp),15.5825,2,Strings/Circuit,,,,Amps (Impp),15.5825,2,Strings/Circuit,,,,Amps (Impp),15.3295,2,Strings/Circuit,,,,Amps (Impp),15.5825,2,Strings/Circuit,,,,Amps (Impp),15.5825,2,Strings/Circuit,,,,Amps (Impp),14.9435,2,Strings/Circuit,,,,Amps (Impp),15.5825,2,Strings/Circuit,,,,Amps (Impp),15.5825,2,Strings/Circuit,,,,Amps (Impp),15.5825,2,Strings/Circuit,,,,Amps (Impp),15.5825,2,Strings/Circuit,,,,Amps (Impp),,,Strings/Circuit,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_36,,,,,,,,,,,,,,,,Circuits/Inverter:,Ea.,156.841657,3,Strings/Table,,,Circuits/Inverter:,Ea.,156.841657,3,Strings/Table,,,Circuits/Inverter:,Ea.,158.422813,3,Strings/Table,,,Circuits/Inverter:,Ea.,158.422813,3,Strings/Table,,,Circuits/Inverter:,Ea.,162.704511,3,Strings/Table,,,Circuits/Inverter:,Ea.,156.841657,3,Strings/Table,,,Circuits/Inverter:,Ea.,158.422813,3,Strings/Table,,,Circuits/Inverter:,Ea.,170.10017,3,Strings/Table,,,Circuits/Inverter:,Ea.,158.422813,3,Strings/Table,,,Circuits/Inverter:,Ea.,165.62385,3,Strings/Table,,,Circuits/Inverter:,Ea.,158.422813,3,Strings/Table,,,Circuits/Inverter:,Ea.,165.62385,3,Strings/Table,,,Circuits/Inverter:,Ea.,#VALUE!,2,Strings/Table,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_37,,,,,,,,,Size of Collector,,,,,,,Collector Width ,Ft.,7.473753,306.358268,Ft. Row Length,,,Collector Width ,Ft.,7.473753,306.358268,Ft. Row Length,,,Collector Width ,Ft.,7.473753,295.19685,Ft. Row Length,,,Collector Width ,Ft.,7.473753,295.19685,Ft. Row Length,,,Collector Width ,Ft.,7.473753,295.19685,Ft. Row Length,,,Collector Width ,Ft.,7.473753,306.358268,Ft. Row Length,,,Collector Width ,Ft.,7.473753,295.19685,Ft. Row Length,,,Collector Width ,Ft.,7.473753,295.19685,Ft. Row Length,,,Collector Width ,Ft.,7.473753,295.19685,Ft. Row Length,,,Collector Width ,Ft.,7.473753,295.19685,Ft. Row Length,,,Collector Width ,Ft.,7.473753,295.19685,Ft. Row Length,,,Collector Width ,Ft.,7.473753,295.19685,Ft. Row Length,,,Collector Width ,Ft.,#N/A,#VALUE!,Ft. Row Length,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_38,,,,,,,,,,,,,,,,Pitch (Row CL) ,Ft.,18.684383,104.561105,Rows / Inverter,,,Pitch (Row CL) ,Ft.,18.684383,104.561105,Rows / Inverter,,,Pitch (Row CL) ,Ft.,21.981627,105.615209,Rows / Inverter,,,Pitch (Row CL) ,Ft.,21.981627,105.615209,Rows / Inverter,,,Pitch (Row CL) ,Ft.,21.981627,108.469674,Rows / Inverter,,,Pitch (Row CL) ,Ft.,18.684383,104.561105,Rows / Inverter,,,Pitch (Row CL) ,Ft.,21.981627,105.615209,Rows / Inverter,,,Pitch (Row CL) ,Ft.,21.981627,113.400113,Rows / Inverter,,,Pitch (Row CL) ,Ft.,21.981627,105.615209,Rows / Inverter,,,Pitch (Row CL) ,Ft.,21.981627,110.4159,Rows / Inverter,,,Pitch (Row CL) ,Ft.,21.981627,105.615209,Rows / Inverter,,,Pitch (Row CL) ,Ft.,21.981627,110.4159,Rows / Inverter,,,Pitch (Row CL) ,Ft.,#N/A,#VALUE!,Rows / Inverter,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_39,,,,,,,,,,,,,,,,Tables/Inverter:,Ea.,104.561105,5,(Ft.) Cb Space,,,Tables/Inverter:,Ea.,104.561105,5,(Ft.) Cb Space,,,Tables/Inverter:,Ea.,105.615209,5,(Ft.) Cb Space,,,Tables/Inverter:,Ea.,105.615209,5,(Ft.) Cb Space,,,Tables/Inverter:,Ea.,108.469674,5,(Ft.) Cb Space,,,Tables/Inverter:,Ea.,104.561105,5,(Ft.) Cb Space,,,Tables/Inverter:,Ea.,105.615209,5,(Ft.) Cb Space,,,Tables/Inverter:,Ea.,113.400113,5,(Ft.) Cb Space,,,Tables/Inverter:,Ea.,105.615209,5,(Ft.) Cb Space,,,Tables/Inverter:,Ea.,110.4159,5,(Ft.) Cb Space,,,Tables/Inverter:,Ea.,105.615209,5,(Ft.) Cb Space,,,Tables/Inverter:,Ea.,110.4159,5,(Ft.) Cb Space,,,Tables/Inverter:,Ea.,#VALUE!,5,(Ft.) Cb Space,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_40,,,,,,,Combiner Boxes (CB) / Collection of String and Circuit Wiring,,,,,,,,,,Comb Boxes (CB):,21.508873,375,,,,,Comb Boxes (CB):,21.508873,375,,,,,Comb Boxes (CB):,21.725709,375,,,,,Comb Boxes (CB):,21.725709,375,,,,,Comb Boxes (CB):,21.938669,375,,,,,Comb Boxes (CB):,21.508873,375,,,,,Comb Boxes (CB):,21.725709,375,,,,,Comb Boxes (CB):,22.262569,375,,,,,Comb Boxes (CB):,21.725709,375,,,,,Comb Boxes (CB):,22.713241,375,,,,,Comb Boxes (CB):,21.725709,375,,,,,Comb Boxes (CB):,22.713241,375,,,,,Comb Boxes (CB):,#VALUE!,#VALUE!,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_41,,,,,,,,,Check Circuits / ROW,,,,,,,,Circuits/CB (Ea),7.291952,1.5,Circuits / Table,,,,Circuits/CB (Ea),7.291952,1.5,Circuits / Table,,,,Circuits/CB (Ea),7.291952,1.5,Circuits / Table,,,,Circuits/CB (Ea),7.291952,1.5,Circuits / Table,,,,Circuits/CB (Ea),7.416334,1.5,Circuits / Table,,,,Circuits/CB (Ea),7.291952,1.5,Circuits / Table,,,,Circuits/CB (Ea),7.291952,1.5,Circuits / Table,,,,Circuits/CB (Ea),7.640635,1.5,Circuits / Table,,,,Circuits/CB (Ea),7.291952,1.5,Circuits / Table,,,,Circuits/CB (Ea),7.291952,1.5,Circuits / Table,,,,Circuits/CB (Ea),7.291952,1.5,Circuits / Table,,,,Circuits/CB (Ea),7.291952,1.5,Circuits / Table,,,,Circuits/CB (Ea),#VALUE!,#VALUE!,Circuits / Table,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_42,,,,,,,,,,,,,,,,,String Inverters:,3,Inverters/Cluster:,,,,,String Inverters:,3,Inverters/Cluster:,,,,,String Inverters:,3,Inverters/Cluster:,,,,,String Inverters:,3,Inverters/Cluster:,,,,,String Inverters:,3,Inverters/Cluster:,,,,,String Inverters:,3,Inverters/Cluster:,,,,,String Inverters:,3,Inverters/Cluster:,,,,,String Inverters:,3,Inverters/Cluster:,,,,,String Inverters:,3,Inverters/Cluster:,,,,,String Inverters:,3,Inverters/Cluster:,,,,,String Inverters:,3,Inverters/Cluster:,,,,,String Inverters:,3,Inverters/Cluster:,,,,,String Inverters:,3,Inverters/Cluster:,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_45,,,,,,,,,Make Sure this is what you want (Even Number?) --->,,,,,,,,,Check --->,4.861301,Tables per CB,,,,,Check --->,4.861301,Tables per CB,,,,,Check --->,4.861301,Tables per CB,,,,,Check --->,4.861301,Tables per CB,,,,,Check --->,4.944223,Tables per CB,,,,,Check --->,4.861301,Tables per CB,,,,,Check --->,4.861301,Tables per CB,,,,,Check --->,5.093757,Tables per CB,,,,,Check --->,4.861301,Tables per CB,,,,,Check --->,4.861301,Tables per CB,,,,,Check --->,4.861301,Tables per CB,,,,,Check --->,4.861301,Tables per CB,,,,,Check --->,#VALUE!,Tables per CB,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_55,,,,,,,Combiner Box Field:,,,,,,,,,Primary:,Ac,0.783372,21.508873,Inverter Inputs,,,Primary:,Ac,0.785481,21.508873,Inverter Inputs,,,Primary:,Ac,0.889869,21.725709,Inverter Inputs,,,Primary:,Ac,0.913866,21.725709,Inverter Inputs,,,Primary:,Ac,0.905049,21.938669,Inverter Inputs,,,Primary:,Ac,0.785481,21.508873,Inverter Inputs,,,Primary:,Ac,0.889869,21.725709,Inverter Inputs,,,Primary:,Ac,0.932421,22.262569,Inverter Inputs,,,Primary:,Ac,0.889869,21.725709,Inverter Inputs,,,Primary:,Ac,0.889869,22.713241,Inverter Inputs,,,Primary:,Ac,0.889869,21.725709,Inverter Inputs,,,Primary:,Ac,0.889869,22.713241,Inverter Inputs,,,Primary:,Ac,#VALUE!,#VALUE!,Inverter Inputs,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_56,,,,,,,,,,,,,,,,String Col. Pt.,Middle,,255.298556,String Wiring/Table,,,String Col. Pt.,Middle,,255.298556,String Wiring/Table,,,String Col. Pt.,Middle,,245.997375,String Wiring/Table,,,String Col. Pt.,Middle,,245.997375,String Wiring/Table,,,String Col. Pt.,Middle,,245.997375,String Wiring/Table,,,String Col. Pt.,Middle,,255.298556,String Wiring/Table,,,String Col. Pt.,Middle,,245.997375,String Wiring/Table,,,String Col. Pt.,Middle,,245.997375,String Wiring/Table,,,String Col. Pt.,Middle,,245.997375,String Wiring/Table,,,String Col. Pt.,Middle,,245.997375,String Wiring/Table,,,String Col. Pt.,Middle,,245.997375,String Wiring/Table,,,String Col. Pt.,Middle,,245.997375,String Wiring/Table,,,String Col. Pt.,Middle,,#VALUE!,String Wiring/Table,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_57,,,,,,,,,,,,,,,,CB Location,Middle,,1241.083129,String Wiring/CB,,,CB Location,Middle,,1241.083129,String Wiring/CB,,,CB Location,Middle,,1195.867288,String Wiring/CB,,,CB Location,Middle,,1195.867288,String Wiring/CB,,,CB Location,Middle,,1216.265877,String Wiring/CB,,,CB Location,Middle,,1241.083129,String Wiring/CB,,,CB Location,Middle,,1195.867288,String Wiring/CB,,,CB Location,Middle,,1253.050844,String Wiring/CB,,,CB Location,Middle,,1195.867288,String Wiring/CB,,,CB Location,Middle,,1195.867288,String Wiring/CB,,,CB Location,Middle,,1195.867288,String Wiring/CB,,,CB Location,Middle,,1195.867288,String Wiring/CB,,,CB Location,Middle,,#VALUE!,String Wiring/CB,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_58,,,,,,,,,,,,,,,,,Amps,375,790.066221,Circuit Wiring/CB,,,,Amps,375,791.128829,Circuit Wiring/CB,,,,Amps,375,842.058939,Circuit Wiring/CB,,,,Amps,375,853.337016,Circuit Wiring/CB,,,,Amps,375,864.92095,Circuit Wiring/CB,,,,Amps,375,791.128829,Circuit Wiring/CB,,,,Amps,375,842.058939,Circuit Wiring/CB,,,,Amps,375,906.499798,Circuit Wiring/CB,,,,Amps,375,842.058939,Circuit Wiring/CB,,,,Amps,375,842.058939,Circuit Wiring/CB,,,,Amps,375,842.058939,Circuit Wiring/CB,,,,Amps,375,842.058939,Circuit Wiring/CB,,,,Amps,#VALUE!,#VALUE!,Circuit Wiring/CB,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_59,,,,,,,,,,,,,,,,Size of CB Field:,Ft.,184.72637,184.72637,Length/Width,,,Size of CB Field:,Ft.,184.97482,184.97482,Length/Width,,,Size of CB Field:,Ft.,196.882852,196.882852,Length/Width,,,Size of CB Field:,Ft.,199.519794,199.519794,Length/Width,,,Size of CB Field:,Ft.,198.554965,198.554965,Length/Width,,,Size of CB Field:,Ft.,184.97482,184.97482,Length/Width,,,Size of CB Field:,Ft.,196.882852,196.882852,Length/Width,,,Size of CB Field:,Ft.,201.535165,201.535165,Length/Width,,,Size of CB Field:,Ft.,196.882852,196.882852,Length/Width,,,Size of CB Field:,Ft.,196.882852,196.882852,Length/Width,,,Size of CB Field:,Ft.,196.882852,196.882852,Length/Width,,,Size of CB Field:,Ft.,196.882852,196.882852,Length/Width,,,Size of CB Field:,Ft.,#VALUE!,#VALUE!,Length/Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_60,,,,,,,,,,,,,,,,Modules per CB:,Ea.,393.765381,224446.267432,Wdc per CB,,,Modules per CB:,Ea.,393.765381,224446.267432,Wdc per CB,,,Modules per CB:,Ea.,379.181478,216133.442713,Wdc per CB,,,Modules per CB:,Ea.,379.181478,216133.442713,Wdc per CB,,,Modules per CB:,Ea.,385.649393,214035.412997,Wdc per CB,,,Modules per CB:,Ea.,393.765381,224446.267432,Wdc per CB,,,Modules per CB:,Ea.,379.181478,216133.442713,Wdc per CB,,,Modules per CB:,Ea.,397.313043,220508.738977,Wdc per CB,,,Modules per CB:,Ea.,379.181478,216133.442713,Wdc per CB,,,Modules per CB:,Ea.,379.181478,216133.442713,Wdc per CB,,,Modules per CB:,Ea.,379.181478,216133.442713,Wdc per CB,,,Modules per CB:,Ea.,379.181478,216133.442713,Wdc per CB,,,Modules per CB:,Ea.,#VALUE!,#VALUE!,Wdc per CB,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_82,,,,,,,Information Generated From Field Sizing,,,,,,,,,Information Generated 1 PCU Field Sizing,,,,,,,Information Generated 1 PCU Field Sizing,,,,,,,Information Generated 1 PCU Field Sizing,,,,,,,Information Generated 1 PCU Field Sizing,,,,,,,Information Generated 1 PCU Field Sizing,,,,,,,Information Generated 1 PCU Field Sizing,,,,,,,Information Generated 1 PCU Field Sizing,,,,,,,Information Generated 1 PCU Field Sizing,,,,,,,Information Generated 1 PCU Field Sizing,,,,,,,Information Generated 1 PCU Field Sizing,,,,,,,Information Generated 1 PCU Field Sizing,,,,,,,Information Generated 1 PCU Field Sizing,,,,,,,Information Generated 1 PCU Field Sizing,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_84,,,,,,,Tables:,,,,,,,,,6064.555556,Project Total,,81,Modules/Table,,,6064.555556,Project Total,,81,Modules/Table,,,2429.153846,Project Total,,78,Modules/Table,,,2429.153846,Project Total,,78,Modules/Table,,,2494.807692,Project Total,,78,Modules/Table,,,6064.555556,Project Total,,81,Modules/Table,,,2429.153846,Project Total,,78,Modules/Table,,,2494.807692,Project Total,,78,Modules/Table,,,2429.153846,Project Total,,78,Modules/Table,,,2429.153846,Project Total,,78,Modules/Table,,,2429.153846,Project Total,,78,Modules/Table,,,2429.153846,Project Total,,78,Modules/Table,,,#VALUE!,Project Total,,#VALUE!,Modules/Table,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_85,,,,,,,,,,,,,,,,301.358268,Ft.,7.473753,2252.277342,,OK,,301.358268,Ft.,7.473753,2252.277342,,OK,,290.19685,Ft.,7.473753,2168.859663,,OK,,290.19685,Ft.,7.473753,2168.859663,,OK,,290.19685,Ft.,7.473753,2168.859663,,OK,,301.358268,Ft.,7.473753,2252.277342,,OK,,290.19685,Ft.,7.473753,2168.859663,,OK,,290.19685,Ft.,7.473753,2168.859663,,OK,,290.19685,Ft.,7.473753,2168.859663,,OK,,290.19685,Ft.,7.473753,2168.859663,,OK,,290.19685,Ft.,7.473753,2168.859663,,OK,,290.19685,Ft.,7.473753,2168.859663,,OK,,#VALUE!,Ft.,#N/A,#N/A,,OK,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_87,,,,,,,DC Wiring:,DC Wiring:,,,,,,,,1-Way Length,Per Block,,1-Way Length,Project Total,,,1-Way Length,Per Block,,1-Way Length,Project Total,,,1-Way Length,Per Block,,1-Way Length,Project Total,,,1-Way Length,Per Block,,1-Way Length,Project Total,,,1-Way Length,Per Block,,1-Way Length,Project Total,,,1-Way Length,Per Block,,1-Way Length,Project Total,,,1-Way Length,Per Block,,1-Way Length,Project Total,,,1-Way Length,Per Block,,1-Way Length,Project Total,,,1-Way Length,Per Block,,1-Way Length,Project Total,,,1-Way Length,Per Block,,1-Way Length,Project Total,,,1-Way Length,Per Block,,1-Way Length,Project Total,,,1-Way Length,Per Block,,1-Way Length,Project Total,,,1-Way Length,Per Block,,1-Way Length,Project Total,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_88,,,,,,,,String Wiring,,,,,,,,26694.299105,Ft.,,1548269.348073,Ft.,,,26694.299105,Ft.,,1548269.348073,Ft.,,,25981.064108,Ft.,,597564.474481,Ft.,,,25981.064108,Ft.,,597564.474481,Ft.,,,26683.25503,Ft.,,613714.865683,Ft.,,,26694.299105,Ft.,,1548269.348073,Ft.,,,25981.064108,Ft.,,597564.474481,Ft.,,,27896.130258,Ft.,,613714.865683,Ft.,,,25981.064108,Ft.,,597564.474481,Ft.,,,27162.021567,Ft.,,597564.474481,Ft.,,,25981.064108,Ft.,,597564.474481,Ft.,,,27162.021567,Ft.,,597564.474481,Ft.,,,#VALUE!,Ft.,,#VALUE!,Ft.,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_89,,,,,,,,Circuit Wiring,,,,,,,,16993.433821,Ft.,,985619.161627,Ft.,,,17016.289309,Ft.,,986944.779921,Ft.,,,18294.327043,Ft.,,420769.521992,Ft.,,,18539.351267,Ft.,,426405.07913,Ft.,,,18975.21481,Ft.,,436429.94064,Ft.,,,17016.289309,Ft.,,986944.779921,Ft.,,,18294.327043,Ft.,,420769.521992,Ft.,,,20181.013856,Ft.,,443982.30484,Ft.,,,18294.327043,Ft.,,420769.521992,Ft.,,,19125.887363,Ft.,,420769.521992,Ft.,,,18294.327043,Ft.,,420769.521992,Ft.,,,19125.887363,Ft.,,420769.521992,Ft.,,,#VALUE!,Ft.,,#VALUE!,Ft.,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_90,,,,,,,,Short Homerun,,,,,,,,1690.042706,Ft.,,98022.476923,Ft.,,,1613.967794,Ft.,,93610.132061,Ft.,,,1742.091498,Ft.,,40068.104464,Ft.,,,1885.4044,Ft.,,43364.301209,Ft.,,,1901.996655,Ft.,,43745.923058,Ft.,,,1723.654926,Ft.,,99971.985696,Ft.,,,1860.486066,Ft.,,42791.179525,Ft.,,,2059.965958,Ft.,,45319.251077,Ft.,,,1860.486066,Ft.,,42791.179525,Ft.,,,1979.421107,Ft.,,43547.264361,Ft.,,,1860.486066,Ft.,,42791.179525,Ft.,,,1979.421107,Ft.,,43547.264361,Ft.,,,#VALUE!,Ft.,,#VALUE!,Ft.,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_91,,,,,,,,Average Homerun,,,,,,,,6968.81807,Ft.,,404191.448054,Ft.,,,6534.219128,Ft.,,378984.70941,Ft.,,,7052.933542,Ft.,,162217.471472,Ft.,,,7827.284935,Ft.,,180027.553506,Ft.,,,7896.16793,Ft.,,181611.862394,Ft.,,,7155.77954,Ft.,,415035.213343,Ft.,,,7723.836093,Ft.,,177648.230149,Ft.,,,8090.590937,Ft.,,177993.000608,Ft.,,,7723.836093,Ft.,,177648.230149,Ft.,,,8217.596718,Ft.,,180787.127802,Ft.,,,7723.836093,Ft.,,177648.230149,Ft.,,,8217.596718,Ft.,,180787.127802,Ft.,,,#VALUE!,Ft.,,#VALUE!,Ft.,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_92,,,,,,,,Long Homerun,,,,,,,,2608.090595,Ft.,,151269.254511,Ft.,,,2611.598372,Ft.,,151472.7056,Ft.,,,2818.918282,Ft.,,64835.120492,Ft.,,,2856.673334,Ft.,,65703.486681,Ft.,,,2881.813113,Ft.,,66281.701604,Ft.,,,2611.598372,Ft.,,151472.7056,Ft.,,,2818.918282,Ft.,,64835.120492,Ft.,,,3582.549492,Ft.,,78816.08883,Ft.,,,2818.918282,Ft.,,64835.120492,Ft.,,,2999.12289,Ft.,,65980.703577,Ft.,,,2818.918282,Ft.,,64835.120492,Ft.,,,2999.12289,Ft.,,65980.703577,Ft.,,,#VALUE!,Ft.,,#VALUE!,Ft.,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_94,,,,,,,,Conductor Current Sizing:,,,,,,,,Conductor Size Current,,,Conductor Size,,,,Conductor Size Current,,,Conductor Size,,,,Conductor Size Current,,,Conductor Size,,,,Conductor Size Current,,,Conductor Size,,,,Conductor Size Current,,,Conductor Size,,,,Conductor Size Current,,,Conductor Size,,,,Conductor Size Current,,,Conductor Size,,,,Conductor Size Current,,,Conductor Size,,,,Conductor Size Current,,,Conductor Size,,,,Conductor Size Current,,,Conductor Size,,,,Conductor Size Current,,,Conductor Size,,,,Conductor Size Current,,,Conductor Size,,,,Conductor Size Current,,,Conductor Size,,,,
